"","WoSitnu","WoOppnu","WoLastnu","WoGemstu","Reistijd","Tevreden","Toelicht","Verhuisplan","VMsituatie","VMprijs","VMcampus","VMcentrum","VMhuisgenot","VMverplicht","VMander","WoOppwens","WoLastwens","Omgeveilig","Omgegroen","Omgebalkon","Omgeparking","OmgeOV","OmgeCentr","OmgeHAN","Woonbeeld1","Woonbeeld2","Woonbeeld3","Woonbeeld4","Woonbeeld5","Geslacht","Gebjaar","Inkomen","Opleiding","Opmerkingen","filter_."
"60","Bij ouders",18,NA,"nee","langer dan 90 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,12,350,"zeer belangrijk","belangrijk","belangrijk","onbelangrijk","zeer belangrijk","neutraal","neutraal","past wel","past enigszins","past wel","past niet","past niet","vrouw",1998,250,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"61","Bij ouders",18,NA,"nee","21-40 min.",9,"Ik hoef niet ver te reizen om naar school te gaan. Ook al woon ik thuis, heb ik veel vrijheden en kan mijn eigen ding doen.                                                                                                                               ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,16,400,"belangrijk","onbelangrijk","neutraal","neutraal","zeer belangrijk","neutraal","neutraal","past wel","past niet","past volledig","past enigszins","past helemaal niet","vrouw",1996,300,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"62","Bij ouders",18,NA,"nee","21-40 min.",8,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","wel","wel","wel","wel","0","0",17,400,"belangrijk","belangrijk","neutraal","onbelangrijk","belangrijk","zeer belangrijk","neutraal","past wel","past niet","past enigszins","past helemaal niet","past volledig","vrouw",1995,350,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"63","Bij ouders",18,NA,"nee","langer dan 90 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,25,400,"belangrijk","neutraal","belangrijk","zeer belangrijk","zeer belangrijk","belangrijk","belangrijk","past enigszins","past helemaal niet","past wel","past enigszins","past helemaal niet","vrouw",1994,380,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ","Selected"
"64","Bij ouders",18,NA,"nee","41-60 min.",8,"Ik woon nog fijn thuis bij mijn ouders en dat vind ik prima zo.                                                                                                                                                                                           ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,350,"belangrijk","neutraal","belangrijk","belangrijk","zeer belangrijk","zeer belangrijk","neutraal","past enigszins","past niet","past niet","past helemaal niet","past volledig","vrouw",1997,800,"Human Resource Management","Slechte vragen, vraag 1 is wat mijn woonsituatie is, antwoord ik bij mijn ouders. Worden er alsnog verplichte vragen gesteld hoe groot mijn kamer moet zijn en hoe duur. Ik zeg toch dat ik bij mijn ouders woon..                                        ","Selected"
"65","Bij ouders",18,100,"nee","61-90 min.",5,"                                                                                                                                                                                                                                                          ","ja, binnen half jaar","wel","0","wel","wel","0","wel","0",18,350,"neutraal","neutraal","onbelangrijk","onbelangrijk","zeer belangrijk","belangrijk","belangrijk","past enigszins","past enigszins","past enigszins","past enigszins","past wel","vrouw",1995,900,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"66","Bij ouders",20,NA,"nee","61-90 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,25,400,"zeer belangrijk","onbelangrijk","neutraal","belangrijk","zeer belangrijk","belangrijk","belangrijk","past wel","past niet","past wel","past enigszins","past niet","vrouw",1998,175,"Human Resource Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"67","Bij ouders",20,NA,"nee","21-40 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"belangrijk","neutraal","neutraal","onbelangrijk","neutraal","neutraal","onbelangrijk","past niet","past enigszins","past enigszins",NA,NA,"vrouw",1998,200,"Facility Management","                                                                                                                                                                                                                                                          ",NA
"68","Bij ouders",20,NA,"nee","41-60 min.",8,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","wel","0","wel","wel","wel","0","0",16,500,"belangrijk","onbelangrijk","neutraal","neutraal","belangrijk","neutraal","onbelangrijk","past wel","past enigszins","past wel","past wel","past niet","vrouw",1996,200,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"69","Bij ouders",20,NA,"nee","21-40 min.",9,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,NA,350,"belangrijk","onbelangrijk","neutraal","neutraal","neutraal","belangrijk","neutraal","past enigszins","past enigszins","past niet","past helemaal niet","past wel","vrouw",1994,250,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"70","Bij ouders",20,NA,"nee","langer dan 90 min.",8,"Ik ben afgelopen maand van kamers terug naar huis verhuisd, dit bevalt mij tot nu toe goed                                                                                                                                                                ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,17,350,"neutraal","neutraal","belangrijk","zeer onbelangrijk","zeer belangrijk","neutraal","belangrijk","past volledig","past volledig","past enigszins","past niet","past wel","vrouw",1996,300,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"71","Bij ouders",20,NA,"nee","41-60 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,25,500,"belangrijk","neutraal","belangrijk","belangrijk","belangrijk","belangrijk","belangrijk","past enigszins","past niet","past enigszins","past niet","past helemaal niet","vrouw",1997,300,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"72","Bij ouders",20,NA,"nee","61-90 min.",9,"Ik woon prima bij me ouders                                                                                                                                                                                                                               ","ja, over een  half jaar tot een jaar","wel","0","0","0","0","0","0",50,600,"neutraal","zeer belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","onbelangrijk","past wel","past helemaal niet","past volledig","past volledig","past helemaal niet","vrouw",1995,350,"Facility Management","nee                                                                                                                                                                                                                                                       ","Selected"
"73","Bij ouders",20,NA,"nee","61-90 min.",6,"Het is een leuk dorp, maar veel te ver van echte voorzieningen af, zoals een stad.                                                                                                                                                                        ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,20,400,"neutraal","neutraal","belangrijk","onbelangrijk","zeer belangrijk","belangrijk","neutraal","past wel","past enigszins","past niet","past niet","past enigszins","vrouw",1998,500,"Bedrijfskunde /MER","nee                                                                                                                                                                                                                                                       ","Selected"
"74","Bij ouders",20,NA,"nee","41-60 min.",8,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","0","0","0",12,350,"neutraal","onbelangrijk","neutraal","onbelangrijk","belangrijk","zeer belangrijk","belangrijk","past enigszins","past volledig","past wel","past enigszins","past wel","vrouw",1995,600,"Logistiek","nee                                                                                                                                                                                                                                                       ","Selected"
"75","Bij ouders",20,NA,"nee","21-40 min.",7,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,400,"belangrijk","neutraal","zeer belangrijk","belangrijk","belangrijk","belangrijk","neutraal","past enigszins","past enigszins","past wel","past niet","past wel","vrouw",1995,600,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"76","Bij ouders",20,NA,"nee","41-60 min.",9,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","0","0","0",16,350,"belangrijk","neutraal","onbelangrijk","onbelangrijk","belangrijk","neutraal","neutraal","past volledig","past wel","past niet","past helemaal niet","past wel","vrouw",1997,638,"Logistiek","nee                                                                                                                                                                                                                                                       ","Selected"
"77","Bij ouders",20,NA,"nee","10-20 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,500,"zeer belangrijk","neutraal","belangrijk","neutraal","zeer belangrijk","belangrijk","onbelangrijk","past wel","past niet","past volledig","past enigszins","past niet","vrouw",1998,640,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"78","Bij ouders",20,NA,"ja","21-40 min.",10,"Er is niks beters dan thuis wonen                                                                                                                                                                                                                         ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,350,"zeer belangrijk","zeer onbelangrijk","neutraal","belangrijk","belangrijk","onbelangrijk","onbelangrijk","past enigszins","past helemaal niet","past wel","past niet","past niet","vrouw",1994,800,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"79","Bij ouders",20,NA,"nee","61-90 min.",10,"Ik heb thuis niks te klagen. Alles wordt voor me gedaan.                                                                                                                                                                                                  ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,16,400,"belangrijk","neutraal","neutraal","neutraal","belangrijk","belangrijk","neutraal","past wel","past enigszins","past niet","past niet","past volledig","vrouw",1998,800,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"80","Bij ouders",20,NA,"nee","21-40 min.",10,"Niks is fijner dan gezellig thuis komen bij je familie.                                                                                                                                                                                                   ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,600,"zeer belangrijk","onbelangrijk","neutraal","belangrijk","belangrijk","belangrijk","neutraal","past niet","past niet","past wel","past niet","past niet","vrouw",1992,1000,"Facility Management","Ik heb mij niet verdiept in mijn eigen hoeveelheid m2 waar ik woon of waar ik naartoe wil. Dus alles is op de gok omdat je persé iets in moest vullen.                                                                                                   ","Selected"
"81","Bij ouders",20,NA,"nee","61-90 min.",8,"ik hoef nergens voor te betalen, en woon in een fijne buurt                                                                                                                                                                                               ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,20,250,"belangrijk","belangrijk","neutraal","neutraal","belangrijk","neutraal","neutraal","past wel","past enigszins","past enigszins","past niet","past enigszins","vrouw",1997,1100,"Facility Management","wat is de gemiddelde huur van een kamer??                                                                                                                                                                                                                 ","Selected"
"82","Bij ouders",22,NA,"nee","41-60 min.",9,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,NA,300,"belangrijk","neutraal","neutraal","neutraal","belangrijk","neutraal","onbelangrijk","past enigszins","past wel","past wel","past wel","past enigszins","vrouw",1998,51,"Facility Management","Over netto inkomen, dat kan ook minder zijn                                                                                                                                                                                                               ","Selected"
"83","Bij ouders",24,NA,"ja","10-20 min.",9,"Thuis is de sfeer goed en alles is max 20 min fietsen                                                                                                                                                                                                     ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,325,"belangrijk","neutraal","neutraal","zeer onbelangrijk","onbelangrijk","neutraal","neutraal","past wel","past wel","past enigszins","past wel","past wel","vrouw",1995,500,"Human Resource Management","Prima                                                                                                                                                                                                                                                     ","Selected"
"84","Bij ouders",25,NA,"nee","61-90 min.",9,"Ik woon bij mijn ouders. Bij mijn vriendinnen dicht in de buurt. Hoef niet zelf te koken, zo af en toe wel, maar meestal niet. Hoef verder ook niets te betalen aan woonkosten.                                                                           ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,10,320,"neutraal","onbelangrijk","neutraal","onbelangrijk","onbelangrijk","belangrijk","belangrijk","past helemaal niet","past wel","past helemaal niet","past niet","past niet","vrouw",1997,210,"Facility Management","Je moest heel vaak klikken voordat een bolletje werd gekleurd. Hij deed het heel vaak niet. Ook moest je super vaak op een tekstvak klikken voor je het antwoord kon in typen. Als deze enquete niet verplicht was zou ik er mee zijn gestopt omdat het zo","Selected"
"85","Bij ouders",25,NA,"nee","41-60 min.",7,"Ik woon prima                                                                                                                                                                                                                                             ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,15,350,"belangrijk","neutraal","neutraal","neutraal","zeer belangrijk","belangrijk","zeer belangrijk","past niet","past helemaal niet","past wel","past niet","past enigszins","vrouw",1996,750,"Facility Management","Onduidelijk of het over een huis of studentenkamer gaat. Voor de rest prima                                                                                                                                                                               ","Selected"
"86","Bij ouders",25,NA,"nee","langer dan 90 min.",7,"                                                                                                                                                                                                                                                          ","ja, zeer korte termijn","0","0","wel","wel","wel","0","0",18,450,"belangrijk","neutraal","belangrijk","neutraal","belangrijk","belangrijk","neutraal","past volledig","past enigszins","past volledig","past niet","past enigszins","vrouw",1996,1150,"Facility Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"87","Bij ouders",25,150,"ja","61-90 min.",8,"                                                                                                                                                                                                                                                          ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,35,350,"zeer belangrijk","neutraal","zeer belangrijk","neutraal","zeer belangrijk","belangrijk","belangrijk","past wel","past enigszins","past volledig","past niet","past niet","vrouw",1996,967,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ","Selected"
"88","Bij ouders",28,NA,"nee","61-90 min.",9,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","wel","0","wel","wel","wel","0","0",15,350,"belangrijk","onbelangrijk","neutraal","neutraal","belangrijk","neutraal","neutraal","past niet","past enigszins","past helemaal niet","past wel","past wel","vrouw",1998,250,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"89","Bij ouders",30,400,"ja","10-20 min.",7,"                                                                                                                                                                                                                                                          ","ja, binnen half jaar","wel","0","wel","wel","0","0","0",30,600,"belangrijk","neutraal","neutraal","belangrijk","belangrijk","belangrijk","neutraal","past enigszins","past niet","past wel","past niet","past helemaal niet","vrouw",1996,200,"Bedrijfskunde /MER","Nee                                                                                                                                                                                                                                                       ","Selected"
"90","Bij ouders",40,NA,"nee","41-60 min.",7,"Het reizen is niet zo fijn maar verder kost het me niets om thuis te wonen                                                                                                                                                                                ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,50,350,"neutraal","neutraal","zeer belangrijk","neutraal","belangrijk","belangrijk","neutraal","past enigszins","past enigszins","past volledig","past niet","past enigszins","vrouw",1998,350,"Human Resource Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"91","Bij ouders",50,NA,"nee","61-90 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,30,800,"zeer belangrijk","neutraal","zeer belangrijk","zeer belangrijk","belangrijk","neutraal","neutraal","past wel","past volledig","past enigszins","past helemaal niet","past helemaal niet","vrouw",1997,250,"Bedrijfskunde /MER","Nee                                                                                                                                                                                                                                                       ","Selected"
"92","Bij ouders",50,NA,"nee","langer dan 90 min.",10,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","wel","0","wel","0","0","0","0",20,400,"zeer belangrijk","belangrijk","belangrijk","neutraal","belangrijk","neutraal","neutraal","past enigszins","past niet","past enigszins","past niet","past niet","vrouw",1996,500,"Facility Management","Ik woon nog thuis en heb meer woonoppervlakte dan alleen mijn kamer.                                                                                                                                                                                      ","Selected"
"93","Bij ouders",55,NA,"nee","41-60 min.",9,"Ik woon redelijk dicht bij het station, waardoor de reistijd meevalt.                                                                                                                                                                                     ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,10,150,"belangrijk","belangrijk","neutraal","onbelangrijk","zeer onbelangrijk","onbelangrijk","zeer onbelangrijk","past enigszins","past wel","past niet","past niet","past volledig","vrouw",1998,190,"Logistiek","                                                                                                                                                                                                                                                          ","Selected"
"94","Bij ouders",55,NA,"nee","41-60 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,40,700,"belangrijk","neutraal","belangrijk","belangrijk","belangrijk","belangrijk","neutraal","past wel","past wel","past niet","past enigszins","past wel","vrouw",1997,960,"Bedrijfskunde /MER","Het is een enquête gericht op uitwonenden en in het begin rare vragen.                                                                                                                                                                                   ","Selected"
"95","Bij ouders",77,783,"ja","10-20 min.",6,"                                                                                                                                                                                                                                                          ","ja, zeer korte termijn","wel","0","wel","0","0","0","wel",23,600,"zeer belangrijk","belangrijk","belangrijk","zeer belangrijk","zeer belangrijk","onbelangrijk","neutraal","past niet","past helemaal niet","past wel","past niet","past helemaal niet","vrouw",1993,1600,"Bedrijfskunde /MER","niet volledig. Niet alle vragen kunnen juist beantwoord worden                                                                                                                                                                                            ","Selected"
"96","Bij ouders",80,NA,"ja","41-60 min.",6,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","0","0","0","0","0",NA,NA,"belangrijk","neutraal","neutraal","neutraal","zeer belangrijk","belangrijk","neutraal","past wel","past wel","past enigszins","past wel","past wel","vrouw",1996,900,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ",NA
"97","Op kamers (gedeeld gebruik san. en/of keuken)",10,325,"ja","minder dan 10 min.",6,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","wel","0","0","wel","0","0",15,400,"belangrijk","neutraal","belangrijk","onbelangrijk","belangrijk","neutraal","neutraal","past wel","past volledig","past niet","past niet","past volledig","vrouw",1998,650,"Facility Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"98","Op kamers (gedeeld gebruik san. en/of keuken)",12,235,"ja","minder dan 10 min.",9,"Fijne, veilige wijk omringt door prettige mensen.                                                                                                                                                                                                         ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,12,350,"belangrijk","neutraal","neutraal","onbelangrijk","belangrijk","onbelangrijk","onbelangrijk","past helemaal niet","past wel","past helemaal niet","past helemaal niet","past volledig","vrouw",1993,600,"Facility Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"99","Op kamers (gedeeld gebruik san. en/of keuken)",12,300,"ja","minder dan 10 min.",9,"Het huis ligt dicht bij de HAN en niet ver verwijderd van het centrum. Verder is het een nette kamer, met leuke huisgenoten.                                                                                                                              ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,12,380,"belangrijk","neutraal","belangrijk","onbelangrijk","belangrijk","neutraal","neutraal","past wel","past enigszins","past enigszins","past niet","past wel","vrouw",1996,900,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"100","Op kamers (gedeeld gebruik san. en/of keuken)",12,350,"ja","minder dan 10 min.",8,"Mijn kamer zit midden in het centrum dus dat is fijn                                                                                                                                                                                                      ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,15,400,"neutraal","onbelangrijk","neutraal","neutraal","belangrijk","zeer belangrijk","neutraal","past wel","past niet","past enigszins","past helemaal niet","past wel","vrouw",1997,600,"Human Resource Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"101","Op kamers (gedeeld gebruik san. en/of keuken)",13,275,"nee","21-40 min.",6,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,14,370,"belangrijk","onbelangrijk","neutraal","neutraal","zeer belangrijk","neutraal","neutraal","past wel","past enigszins","past wel","past niet","past wel","vrouw",1997,1400,"Facility Management","geen                                                                                                                                                                                                                                                      ","Selected"
"102","Op kamers (gedeeld gebruik san. en/of keuken)",13,300,"ja","minder dan 10 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,12,375,"belangrijk","onbelangrijk","neutraal","onbelangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","past wel","past enigszins","past niet","past niet","past enigszins","vrouw",1996,600,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"103","Op kamers (gedeeld gebruik san. en/of keuken)",14,NA,"ja","10-20 min.",7,"Genoeg ruimte, redelijk schoon. Enige nadeel is ver van stad en school en niet veel contact binnen huis.                                                                                                                                                  ","ja, over een  half jaar tot een jaar","0","0","wel","wel","wel","0","0",13,450,"belangrijk","onbelangrijk","neutraal","onbelangrijk","belangrijk","onbelangrijk","onbelangrijk","past wel","past niet","past wel","past helemaal niet","past enigszins","vrouw",1997,NA,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"104","Op kamers (gedeeld gebruik san. en/of keuken)",14,285,"ja","10-20 min.",7,"Ik heb gezellige huisgenoten en heb het naar mijn zin op kamers                                                                                                                                                                                           ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,24,350,"zeer belangrijk","belangrijk","belangrijk","neutraal","belangrijk","belangrijk","belangrijk","past wel","past niet","past enigszins","past niet","past wel","vrouw",1997,830,"Facility Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"105","Op kamers (gedeeld gebruik san. en/of keuken)",14,395,"nee","41-60 min.",8,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","0","wel","wel","wel","0","0","0",18,420,"zeer belangrijk","neutraal","belangrijk","onbelangrijk","zeer belangrijk","belangrijk","belangrijk","past wel","past niet","past wel","past helemaal niet","past enigszins","vrouw",1996,200,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"106","Op kamers (gedeeld gebruik san. en/of keuken)",15,350,"ja","10-20 min.",8,"Het is redelijk duur, maar wel een gezellig huis                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,300,"belangrijk","neutraal","belangrijk","belangrijk","belangrijk","belangrijk","neutraal","past enigszins","past wel","past niet","past enigszins","past enigszins","vrouw",1994,800,"Facility Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"107","Op kamers (gedeeld gebruik san. en/of keuken)",16,315,"ja","minder dan 10 min.",9,"Schoon huis, 5 min lopen van HAN                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,15,350,"zeer belangrijk","neutraal","belangrijk","neutraal","belangrijk","neutraal","neutraal","past enigszins","past wel","past helemaal niet","past helemaal niet","past wel","vrouw",1994,800,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"108","Op kamers (gedeeld gebruik san. en/of keuken)",17,280,"ja","minder dan 10 min.",10,"Ik woon midden in het centrum, op loopafstand van werk, stappen shoppen en boodschappen doen en school is 10 min fietsen.                                                                                                                                 ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,15,400,"belangrijk","neutraal","onbelangrijk","onbelangrijk","belangrijk","zeer belangrijk","neutraal","past enigszins","past helemaal niet","past helemaal niet","past helemaal niet","past volledig","vrouw",1995,950,"Facility Management","nee                                                                                                                                                                                                                                                       ","Selected"
"109","Op kamers (gedeeld gebruik san. en/of keuken)",18,300,"ja","10-20 min.",5,"Het huis is slecht onderhouden. Ik zou graag mijn eigen plek willen waarbij ik mijn keuken, wc en badkamer niet hoef te delen met huisgenoten, maar dat is onmogelijk te krijgen voor een betaalbare prijs in Nijmegen.                                   ","ja, over een  half jaar tot een jaar","0","wel","0","0","0","0","0",20,550,"belangrijk","neutraal","belangrijk","onbelangrijk","belangrijk","neutraal","onbelangrijk","past wel","past helemaal niet","past volledig","past helemaal niet","past enigszins","vrouw",1993,700,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"110","Op kamers (gedeeld gebruik san. en/of keuken)",18,300,"ja","21-40 min.",9,"Ik heb een eigen douche en wc en een mooie kamer.                                                                                                                                                                                                         ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,18,350,"zeer belangrijk","neutraal","onbelangrijk","neutraal","belangrijk","onbelangrijk","onbelangrijk","past wel","past enigszins","past wel","past wel","past niet","vrouw",1997,1000,"Logistiek","NVT                                                                                                                                                                                                                                                       ","Selected"
"111","Op kamers (gedeeld gebruik san. en/of keuken)",18,400,"ja","10-20 min.",7,"Ik ben blij met mijn huis en de grootte van mijn kamer. Alleen zit mijn kamer in de kelder waardoor ik te weinig licht heb.                                                                                                                               ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,30,400,"belangrijk","neutraal","zeer belangrijk","onbelangrijk","belangrijk","zeer belangrijk","onbelangrijk","past wel","past niet","past wel","past helemaal niet","past enigszins","vrouw",1995,500,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"112","Op kamers (gedeeld gebruik san. en/of keuken)",19,330,"nee","41-60 min.",9,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,19,300,"zeer belangrijk","neutraal","belangrijk","onbelangrijk","belangrijk","zeer belangrijk","onbelangrijk","past volledig","past enigszins","past niet","past wel","past volledig","vrouw",1994,900,"Human Resource Management","zijn veel dubbele vragen                                                                                                                                                                                                                                  ","Selected"
"113","Op kamers (gedeeld gebruik san. en/of keuken)",19,385,"ja","10-20 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,25,450,"belangrijk","neutraal","belangrijk","belangrijk","zeer belangrijk","belangrijk","belangrijk","past wel","past niet","past enigszins","past niet","past niet","vrouw",1994,750,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
